FormattedTitle;primary_code;index_entry;parsedCodes;tags;priority;id;charCount
Fistule entre la veine porte et l’Artère hépatique (congénitale);Q26.6;Artère;"[""Q26.6""]";[];0;2034;64
Sténose congénitale de l’Artère rénale;Q27.1;Artère;"[""Q27.1""]";[];0;2035;38
Lésion traumatique de l’Artère vertébrale;S15.1;Artère;"[""S15.1""]";[];0;2036;41
Lésion traumatique de l’Artère innominée ou sous-clavière;S25.1;Artère;"[""S25.1""]";[];0;2037;57
Artère ou veine mammaire;S25.88;Artère;"[""S25.88""]";[];0;2038;24
Lésion traumatique de l’Artère cœliaque ou mésentérique;S35.2;Artère;"[""S35.2""]";[];0;2039;55
Lésion traumatique de l’Artère axillaire;S45.0;Artère;"[""S45.0""]";[];0;2040;40
Lésion traumatique de l’Artère brachiale;S45.1;Artère;"[""S45.1""]";[];0;2041;40
Lésion traumatique de l’Artère cubitale au niveau de l’avant-bras;S55.0;Artère;"[""S55.0""]";[];0;2042;65
Lésion traumatique de l’Artère radiale au niveau de l’avant-bras;S55.1;Artère;"[""S55.1""]";[];0;2043;64
Lésion traumatique de l’Artère cubitale au niveau du poignet et de la main;S65.0;Artère;"[""S65.0""]";[];0;2044;74
Lésion traumatique de l’Artère radiale au niveau du poignet et de la main;S65.1;Artère;"[""S65.1""]";[];0;2045;73
Lésion traumatique de l’Artère fémorale;S75.0;Artère;"[""S75.0""]";[];0;2046;39
Lésion traumatique de l’Artère poplitée;S85.0;Artère;"[""S85.0""]";[];0;2047;39
Lésion traumatique de l’Artère tibiale;S85.1;Artère;"[""S85.1""]";[];0;2048;38
Lésion traumatique de l’Artère péronière;S85.2;Artère;"[""S85.2""]";[];0;2049;40
Lésion traumatique de l’Artère dorsale du pied;S95.0;Artère;"[""S95.0""]";[];0;2050;46
Lésion traumatique de l’Artère plantaire du pied;S95.1;Artère;"[""S95.1""]";[];0;2051;48
Syndrome de l’Artère tibiale antérieure piégée;T79.62;Artère;"[""T79.62""]";[];0;2052;46
Thrombose Artérielle de la moelle épinière;G95.18;Artériel;"[""G95.18""]";[];0;2053;42
Tension Artérielle élevée;I10;Artériel;"[""I10""]";[];0;2054;25
"Syndrome de brachydactylie; hypertension Artérielle";"I10.90; Q73.8";Artériel;"[""I10.90"";""Q73.8""]";[];0;2055;51
Hypertension Artérielle pulmonaire familiale;I27.0;Artériel;"[""I27.0""]";[];2;2056;44
Dégénérescence Artérielle;I70;Artériel;"[""I70""]";[];0;2057;25
"Syndrome de dissection Artérielle; lentiginose";"I72.9; L81.4";Artériel;"[""I72.9"";""L81.4""]";[];0;2058;46
Spasme Artériel;I73.9;Artériel;"[""I73.9""]";[];0;2059;15
Embolie et thrombose Artérielles;I74;Artériel;"[""I74""]";[];0;2060;32
Dysplasie fibromusculaire Artérielle;I77.3;Artériel;"[""I77.3""]";[];0;2061;36
Obturation retardée du canal Artériel;P29.3;Artériel;"[""P29.3""]";[];0;2062;37
Persistance du tronc Artériel;Q20.0;Artériel;"[""Q20.0""]";[];0;2063;29
Perméabilité du canal Artériel;Q25.0;Artériel;"[""Q25.0""]";[];0;2064;30
Calcification Artérielle généralisée infantile;Q28.88;Artériel;"[""Q28.88""]";[];0;2065;46
"Syndrome de fragilité osseuse; contractures; rupture Artérielle; surdité";Q87.5;Artériel;"[""Q87.5""]";[];0;2066;72
"Constatation d’une anomalie de la tension Artérielle; sans diagnostic d'HTA";R03;Artériel;"[""R03""]";[];0;2067;75
"Constatation d’une élévation de la tension Artérielle; sans diagnostic d’hypertension artérielle";R03.0;Artériel;"[""R03.0""]";[];0;2068;96
Constatation d’une baisse non spécifique de la tension Artérielle;R03.1;Artériel;"[""R03.1""]";[];0;2069;65
Mesure de la tension Artérielle;Z01.3;Artériel;"[""Z01.3""]";[];0;2070;31
démence Artériopathique;F01;Artériopathique;"[""F01""]";[];0;2071;23
Néphrite Artérioscléreuse chronique interstitielle;I12;Artérioscléreux;"[""I12""]";[];0;2072;50
Cardiopathie Artérioscléreuse;I25.1;Artérioscléreux;"[""I25.1""]";[];0;2073;29
Stenose coronaire monotronculaire;I25.11;Artérioscléreux;"[""I25.11""]";[];0;2074;33
Stenose coronaire bitronculaire;I25.12;Artérioscléreux;"[""I25.12""]";[];0;2075;31
Stenose coronaire tritronculaire;I25.13;Artérioscléreux;"[""I25.13""]";[];0;2076;32
Sténose de pontage aorto-coronaire;I25.15;Artérioscléreux;"[""I25.15""]";[];0;2077;34
Resténose de Stent;I25.16;Artérioscléreux;"[""I25.16""]";[];0;2078;18
Encéphalopathie Artérioscléreuse sous-corticale;I67.3;Artérioscléreux;"[""I67.3""]";[];0;2079;47
Fistule Artério-veineuse des vaisseaux pulmonaires;I28.0;Artério-veineux;"[""I28.0""]";[];0;2080;50
Fistule Artério-veineuse cérébrale acquise;I67.11;Artério-veineux;"[""I67.11""]";[];0;2081;42
Communication Artério-veineuse rétinienne congénitale;Q14.8;Artério-veineux;"[""Q14.8""]";[];0;2082;53
Malformation Artério-veineuse de vaisseaux précérébraux;Q28.0;Artério-veineux;"[""Q28.0""]";[];0;2083;55
Fistule Artério-veineuse congénitale des vaisseaux précérébraux;Q28.01;Artério-veineux;"[""Q28.01""]";[];0;2084;63
Malformation Artério-veineuse des vaisseaux cérébraux;Q28.2;Artério-veineux;"[""Q28.2""]";[];0;2085;53
Fistule Artério-veineuse congénitale des vaisseaux cérébraux;Q28.21;Artério-veineux;"[""Q28.21""]";[];0;2086;60
Malformation Artério-veineuse de la veine de Galien;Q28.28;Artério-veineux;"[""Q28.28""]";[];0;2087;51
Malformation Artério-veineuse cérébrale;Q28.29;Artério-veineux;"[""Q28.29""]";[];0;2088;39
"Syndrome de lymphœdème; anomalie cérébrale Artério-veineuse";"Q82.08; Q28.39";Artério-veineux;"[""Q82.08"";""Q28.39""]";[];0;2089;59
Artérite cérébrale au cours de listériose;"A32.8†; I68.1*";Artérite;"[""A32.8"";""I68.1""]";[];0;2090;41
Artérite coronaire rhumatismale aiguë;I01.8;Artérite;"[""I01.8""]";[];0;2091;37
Artérite coronaire rhumatismale chronique;I09.8;Artérite;"[""I09.8""]";[];0;2092;41
Artérite cérébrale au cours de maladies infectieuses et parasitaires;I68.1*;Artérite;"[""I68.1""]";[];0;2093;68
Artérite temporale juvénile;L95.8;Artérite;"[""L95.8""]";[];0;2094;27
Artérite à cellules géantes avec polymyalgie rhumatismale;M31.5;Artérite;"[""M31.5""]";[];0;2095;57
Artérite temporale;M31.6;Artérite;"[""M31.6""]";[];0;2096;18
Myopathie au cours d’Artérite à cellules géantes;"M31.6†; G73.7*";Artérite;"[""M31.6"";""G73.7""]";[];0;2097;48
Artérite cérébrale au cours de lupus érythémateux disséminé;"M32.1†; I68.2*";Artérite;"[""M32.1"";""I68.2""]";[];0;2098;59
Arthrite au cours de fièvre typhoïde;"A01.0†; M01.39*";Arthrite;"[""A01.0"";""M01.39""]";[];0;2099;36
Arthrite au cours de fièvre paratyphoïde;"A01.4†; M01.39*";Arthrite;"[""A01.4"";""M01.39""]";[];0;2100;40
Arthrite à Salmonella;"A02.2†; M01.39*";Arthrite;"[""A02.2"";""M01.39""]";[];0;2101;21
Arthrite bactérienne dysentérique;"A03.9†; M01.39*";Arthrite;"[""A03.9"";""M01.39""]";[];0;2102;33
Arthrite post-infectieuse au cours d’une entérite à Yersinia enterocolitica;"A04.6†; M03.29*";Arthrite;"[""A04.6"";""M03.29""]";[];0;2103;75
Arthrite dysentérique;"A09.0†; M03.29*";Arthrite;"[""A09.0"";""M03.29""]";[];0;2104;21
Arthrite au cours de l’entérite;"A09.9†; M03.29*";Arthrite;"[""A09.9"";""M03.29""]";[];0;2105;31
Arthrite méningococcique;"A39.8†; M01.09*";Arthrite;"[""A39.8"";""M01.09""]";[];0;2106;24
Arthrite post-méningococcique;"A39.8†; M03.09*";Arthrite;"[""A39.8"";""M03.09""]";[];0;2107;29
Arthrite au cours de maladie bactérienne;"A49.9†; M01.39*";Arthrite;"[""A49.9"";""M01.39""]";[];0;2108;40
Arthrite au cours de syphilis congénitale;"A50.5†; M03.19*";Arthrite;"[""A50.5"";""M03.19""]";[];0;2109;41
Arthrite syphilitique tardive;"A52.1†; M03.19*";Arthrite;"[""A52.1"";""M03.19""]";[];0;2110;29
Arthrite neuropathique au cours de syphilis;"A52.1†; M14.69*";Arthrite;"[""A52.1"";""M14.69""]";[];0;2111;43
Gonorrhée avec Arthrite;"A54.4†; M01.39*";Arthrite;"[""A54.4"";""M01.39""]";[];0;2112;23
Arthrite au cours de la maladie de Lyme;"A69.2†; M01.29*";Arthrite;"[""A69.2"";""M01.29""]";[];0;2113;39
Arthrite au cours de la rubéole;"B06.8†; M01.49*";Arthrite;"[""B06.8"";""M01.49""]";[];0;2114;31
Maladie due au VIH avec Arthrite infectieuse;"B20; M00.99";Arthrite;"[""B20"";""M00.99""]";[];0;2115;44
Arthrite ourlienne;"B26.8†; M01.59*";Arthrite;"[""B26.8"";""M01.59""]";[];0;2116;18
Arthrite au cours de maladie virale;"B34.9†; M01.59*";Arthrite;"[""B34.9"";""M01.59""]";[];0;2117;35
Arthrite au cours de sporotrichose;"B42.8†; M01.69*";Arthrite;"[""B42.8"";""M01.69""]";[];0;2118;34
Arthrite mycosique;"B49†; M01.69*";Arthrite;"[""B49"";""M01.69""]";[];0;2119;18
Arthrite au cours de l’helminthiase;"B83.9†; M01.89*";Arthrite;"[""B83.9"";""M01.89""]";[];0;2120;35
Arthrite au cours de maladie parasitaire;"B89†; M01.89*";Arthrite;"[""B89"";""M01.89""]";[];0;2121;40
Arthrite au cours de maladie infectieuse;"B99†; M01.89*";Arthrite;"[""B99"";""M01.89""]";[];0;2122;40
Arthrite au cours de réticulose maligne;"C86.0†; M36.1*";Arthrite;"[""C86.0"";""M36.1""]";[];0;2123;39
Arthrite au cours de leucémie;"C95.90†; M36.1*";Arthrite;"[""C95.90"";""M36.1""]";[];0;2124;29
Arthrite au cours de thalassémie;"D56.9†; M36.3*";Arthrite;"[""D56.9"";""M36.3""]";[];0;2125;32
Arthrite au cours d’une hypogammaglobulinémie;"D80.1†; M14.89*";Arthrite;"[""D80.1"";""M14.89""]";[];0;2126;45
Arthrite au cours de sarcoïdose;"D86.8†; M14.89*";Arthrite;"[""D86.8"";""M14.89""]";[];0;2127;31
Diabète sucré de type 1 avec Arthrite de Charcot;"E10.60†; M14.69*";Arthrite;"[""E10.60"";""M14.69""]";[];0;2128;48
Diabète sucré de type 2 avec Arthrite de Charcot;"E11.60†; M14.69*";Arthrite;"[""E11.60"";""M14.69""]";[];0;2129;48
Arthrite de Charcot diabétique;"E14.60†; M14.69*";Arthrite;"[""E14.60"";""M14.69""]";[];0;2130;30
Arthrite au cours de l’hyperparathyroïdie;"E21.3†; M14.19*";Arthrite;"[""E21.3"";""M14.19""]";[];0;2131;41
Arthrite au cours d’une affection endocrinienne;"E34.9†; M14.59*";Arthrite;"[""E34.9"";""M14.59""]";[];0;2132;47
Arthrite au cours de scorbut;"E54†; M14.59*";Arthrite;"[""E54"";""M14.59""]";[];0;2133;28
Arthrite au cours d’ochronose;"E70.2†; M14.59*";Arthrite;"[""E70.2"";""M14.59""]";[];0;2134;29
Hyperuricémie sans signes d’Arthrite inflammatoire et de maladie tophacée;E79.0;Arthrite;"[""E79.0""]";[];0;2135;73
Arthrite au cours de fièvre méditerranéenne familiale;"E85.0†; M14.49*";Arthrite;"[""E85.0"";""M14.49""]";[];0;2136;53
Arthrite au cours d’une affection neurologique;"G98†; M14.69*";Arthrite;"[""G98"";""M14.69""]";[];0;2137;46
Arthrite rhumatismale aiguë ou subaiguë;I00;Arthrite;"[""I00""]";[];0;2138;39
Arthrite au cours d’endocardite infectieuse;"I33.0†; M03.69*";Arthrite;"[""I33.0"";""M03.69""]";[];0;2139;43
Arthrite au cours d’affection respiratoire;"J98.9†; M14.89*";Arthrite;"[""J98.9"";""M14.89""]";[];0;2140;42
Arthrite juvénile au cours d’entérite régionale;"K50.9†; M09.19*";Arthrite;"[""K50.9"";""M09.19""]";[];0;2141;47
Arthrite au cours de recto-colite hémorragique;"K51.9†; M07.59*";Arthrite;"[""K51.9"";""M07.59""]";[];0;2142;46
Arthrite juvénile au cours de recto-colite hémorragique;"K51.9†; M09.29*";Arthrite;"[""K51.9"";""M09.29""]";[];0;2143;55
Arthrite au cours d’affection gastro-intestinale;"K63.9†; M03.69*";Arthrite;"[""K63.9"";""M03.69""]";[];0;2144;48
Arthrite au cours de maladie de Whipple;"K90.8†; M14.89*";Arthrite;"[""K90.8"";""M14.89""]";[];0;2145;39
Arthrite psoriasique;"L40.5†; M07.39*";Arthrite;"[""L40.5"";""M07.39""]";[];0;2146;20
Arthrite juvénile idiopathique associée au psoriasis;"L40.5†; M09.09*";Arthrite;"[""L40.5"";""M09.09""]";[];0;2147;52
Arthrites à bactéries pyogènes;M00;Arthrite;"[""M00""]";[];0;2148;30
Arthrite et polyarthrite à staphylocoques;M00.0;Arthrite;"[""M00.0""]";[];0;2149;41
Arthrite et polyarthrite à pneumocoques;M00.1;Arthrite;"[""M00.1""]";[];0;2150;39
Arthrite et polyarthrite dues à d’autres bactéries précisées;M00.8;Arthrite;"[""M00.8""]";[];0;2151;60
Arthrite à Escherichia coli;"M00.89; B96.2!";Arthrite;"[""M00.89"";""B96.2""]";[];0;2152;27
Arthrite à Haemophilus influenzae;"M00.89; B96.3!";Arthrite;"[""M00.89"";""B96.3""]";[];0;2153;33
Arthrite à Pseudomonas;"M00.89; B96.5!";Arthrite;"[""M00.89"";""B96.5""]";[];0;2154;22
Arthrites réactionnelles;M02;Arthrite;"[""M02""]";[];0;2155;24
Arthrite après dérivation intestinale;M02.0;Arthrite;"[""M02.0""]";[];0;2156;37
Arthrite post-dysentérique;M02.1;Arthrite;"[""M02.1""]";[];0;2157;26
Arthrite post-vaccinale;M02.2;Arthrite;"[""M02.2""]";[];0;2158;23
Arthrite vénérienne;M02.39;Arthrite;"[""M02.39""]";[];0;2159;19
Arthrite syphilitique post-infectieuse;M03.1*;Arthrite;"[""M03.1""]";[];0;2160;38
Vascularite lors d’Arthrite rhumatoïde séropositive chronique;M05.2;Arthrite;"[""M05.2""]";[];0;2161;61
Polynévrite lors d’Arthrite rhumatoïde séropositive chronique;"M05.30†; G63.6*";Arthrite;"[""M05.30"";""G63.6""]";[];0;2162;61
Myopathie lors d’Arthrite rhumatoïde séropositive chronique;"M05.30†; G73.7*";Arthrite;"[""M05.30"";""G73.7""]";[];0;2163;59
Endocardite lors d’Arthrite rhumatoïde séropositive chronique;"M05.30†; I39.8*";Arthrite;"[""M05.30"";""I39.8""]";[];0;2164;61
Myocardite lors d’Arthrite rhumatoïde séropositive chronique;"M05.30†; I41.8*";Arthrite;"[""M05.30"";""I41.8""]";[];0;2165;60
Cardite lors d’Arthrite rhumatoïde séropositive chronique;"M05.30†; I52.8*";Arthrite;"[""M05.30"";""I52.8""]";[];0;2166;57
Arthrites psoriasiques et entéropathiques;M07*;Arthrite;"[""M07""]";[];0;2167;41
"Arthrites chez l’enfant; commençant avant 16 ans et durant plus de 3 mois";M08;Arthrite;"[""M08""]";[];0;2168;73
Arthrite rhumatoïde juvénile avec ou sans facteur rhumatismal;M08.0;Arthrite;"[""M08.0""]";[];0;2169;61
Arthrite chronique juvénile avec début systémique;M08.2;Arthrite;"[""M08.2""]";[];0;2170;49
Arthrite juvénile idiopathique oligoarticulaire;M08.49;Arthrite;"[""M08.49""]";[];0;2171;47
Vasculite au cours d’Arthrite juvénile;M08.7;Arthrite;"[""M08.7""]";[];0;2172;38
Arthrite associée aux enthésopathies;M08.89;Arthrite;"[""M08.89""]";[];0;2173;36
Arthrite juvénile idiopathique de localisations multiples;M08.90;Arthrite;"[""M08.90""]";[];0;2174;57
Arthrite juvénile chronique;M08.99;Arthrite;"[""M08.99""]";[];0;2175;27
Arthrite allergique;M13.8;Arthrite;"[""M13.8""]";[];0;2176;19
Atteinte vertébrale au cours de la Arthrite rhumatoïde;M45;Arthrite;"[""M45""]";[];0;2177;54
Arthrite de la colonne vertébrale;M46.99;Arthrite;"[""M46.99""]";[];0;2178;33
Maladie de Caisson avec Arthrite;"T70.3†; M14.89*";Arthrite;"[""T70.3"";""M14.89""]";[];0;2179;32
Arthrite au cours de réaction d’hypersensibilité;"T78.4†; M36.4*";Arthrite;"[""T78.4"";""M36.4""]";[];0;2180;48
Érythème Arthritique épidémique;A25.1;Arthritique;"[""A25.1""]";[];0;2181;31
Purpura Arthritique;"D69.0†; M36.4*";Arthritique;"[""D69.0"";""M36.4""]";[];0;2182;19
Arthritis mutilans psoriatica;"L40.5†; M07.19*";Arthritis;"[""L40.5"";""M07.19""]";[];0;2183;29
Pseudarthrose après fusion ou Arthrodèse;M96.0;Arthrodèse;"[""M96.0""]";[];0;2184;40
Guérison osseuse retardée après fusion ou Arthrodèse;M96.82;Arthrodèse;"[""M96.82""]";[];0;2185;52
"Syndrome d’Arthrogrypose; insuffisance rénale-cholestase";Q89.7;Arthrogrypose;"[""Q89.7""]";[];0;2186;56
Arthrolithe du genou;M23.4;Arthrolithe;"[""M23.4""]";[];0;2187;20
Arthropathie au cours de syphilis tardive;"A52.7†; M03.19*";Arthropathie;"[""A52.7"";""M03.19""]";[];0;2188;41
Arthropathie post-infectieuse au cours d’hépatite virale;"B19.9†; M03.29*";Arthropathie;"[""B19.9"";""M03.29""]";[];0;2189;56
Arthropathie post-infectieuse;"B99†; M03.29*";Arthropathie;"[""B99"";""M03.29""]";[];0;2190;29
Arthropathie au cours de myélome multiple;"C90.00†; M36.1*";Arthropathie;"[""C90.00"";""M36.1""]";[];0;2191;41
Arthropathie au cours de plasmocytome en rémission complète;"C90.01†; M36.1*";Arthropathie;"[""C90.01"";""M36.1""]";[];0;2192;59
Arthropathie au cours de l’histiocytose maligne;"C96.8†; M36.1*";Arthropathie;"[""C96.8"";""M36.1""]";[];0;2193;47
Arthropathie au cours d’une tumeur;"D48.0†; M36.1*";Arthropathie;"[""D48.0"";""M36.1""]";[];0;2194;34
Arthropathie de la goutte au cours de drépanocytose;"D57.8†; M14.09*";Arthropathie;"[""D57.8"";""M14.09""]";[];0;2195;51
Arthropathie au cours d’une hémoglobinopathie;"D58.2†; M36.3*";Arthropathie;"[""D58.2"";""M36.3""]";[];0;2196;45
Arthropathie au cours de l’hémophilie;"D66†; M36.2*";Arthropathie;"[""D66"";""M36.2""]";[];0;2197;37
Arthropathie au cours d’une maladie du sang;"D75.9†; M36.3*";Arthropathie;"[""D75.9"";""M36.3""]";[];0;2198;43
Arthropathie au cours de l’hypothyroïdie;"E03.9†; M14.59*";Arthropathie;"[""E03.9"";""M14.59""]";[];0;2199;40
Arthropathie au cours de l’hyperthyroïdie;"E05.9†; M14.59*";Arthropathie;"[""E05.9"";""M14.59""]";[];0;2200;41
Arthropathie diabétique;"E14.60†; M14.29*";Arthropathie;"[""E14.60"";""M14.29""]";[];0;2201;23
Arthropathie goutteuse au cours de syndrome de Lesch-Nyhan;"E79.1†; M14.09*";Arthropathie;"[""E79.1"";""M14.09""]";[];0;2202;58
Arthropathie au cours de hémochromatose;"E83.1†; M14.59*";Arthropathie;"[""E83.1"";""M14.59""]";[];0;2203;39
Arthropathie au cours de maladie métabolique;"E88.9†; M14.59*";Arthropathie;"[""E88.9"";""M14.59""]";[];0;2204;44
Arthropathie au cours de syringomyélie;"G95.0†; M14.69*";Arthropathie;"[""G95.0"";""M14.69""]";[];0;2205;38
Arthropathie syringomyélique de Charcot;"G95.0†; M49.49*";Arthropathie;"[""G95.0"";""M49.49""]";[];0;2206;39
Arthropathie au cours d’entérite régionale;"K50.9†; M07.49*";Arthropathie;"[""K50.9"";""M07.49""]";[];0;2207;42
Arthropathie psoriasique distale interphalangienne;"L40.5†; M07.09*";Arthropathie;"[""L40.5"";""M07.09""]";[];0;2208;50
Arthropathie au cours d’érythème polymorphe;"L51.9†; M14.89*";Arthropathie;"[""L51.9"";""M14.89""]";[];0;2209;43
Arthropathie au cours d’érythème noueux;"L52†; M14.89*";Arthropathie;"[""L52"";""M14.89""]";[];0;2210;39
Arthropathie chronique post-rhumatismale [Jaccoud];M12.0;Arthropathie;"[""M12.0""]";[];0;2211;50
Arthropathie traumatique;M12.5;Arthropathie;"[""M12.5""]";[];0;2212;24
Arthropathie transitoire;M12.8;Arthropathie;"[""M12.8""]";[];0;2213;24
Arthropathie goutteuse due à un déficit enzymatique et autres troubles héréditaires;M14.0*;Arthropathie;"[""M14.0""]";[];0;2214;83
Arthropathie à microcristaux au cours d’autres troubles métaboliques classés ailleurs;M14.1*;Arthropathie;"[""M14.1""]";[];0;2215;85
"Arthropathie au cours d’autres maladies endocriniennes; nutritionnelles et métaboliques";M14.5*;Arthropathie;"[""M14.5""]";[];0;2216;87
Arthropathie neuropathique;M14.6*;Arthropathie;"[""M14.6""]";[];0;2217;26
Nodosités d’Heberden (avec Arthropathie);M15.1;Arthropathie;"[""M15.1""]";[];0;2218;40
Nodosités de Bouchard (avec Arthropathie);M15.2;Arthropathie;"[""M15.2""]";[];0;2219;41
Arthropathie ;M25.9;Arthropathie;"[""M25.9""]";[];0;2220;13
Arthroplastie digitale;Z96.68;Arthroplastie;"[""Z96.68""]";[];0;2221;22
Effet toxique: Venin d’autres Arthropodes;T63.4;Arthropodes;"[""T63.4""]";[];0;2222;41
Nécessité d’une vaccination contre l’encéphalite virale transmise par les Arthropodes;Z24.1;Arthropodes;"[""Z24.1""]";[];0;2223;85
Arthrose avec mention de plus d’une localisation;M15;Arthrose;"[""M15""]";[];0;2224;48
Ostéo-Arthrose primaire généralisée;M15.0;Arthrose;"[""M15.0""]";[];0;2225;35
Arthrose secondaire multiple;M15.3;Arthrose;"[""M15.3""]";[];0;2226;28
Ostéo-Arthrose érosive;M15.4;Arthrose;"[""M15.4""]";[];0;2227;22
Coxarthrose [Arthrose de la hanche];M16;Arthrose;"[""M16""]";[];0;2228;35
Gonarthrose [Arthrose du genou];M17;Arthrose;"[""M17""]";[];0;2229;31
"Arthrose primaire de la première articulation carpo-métacarpienne; bilatérale";M18.0;Arthrose;"[""M18.0""]";[];0;2230;77
Arthrose primaire de la première articulation carpo-métacarpienne: ;M18.1;Arthrose;"[""M18.1""]";[];0;2231;67
"Arthrose post-traumatique de la première articulation carpo-métacarpienne; bilatérale";M18.2;Arthrose;"[""M18.2""]";[];0;2232;85
Arthrose post-traumatique de la première articulation carpo-métacarpienne: ;M18.3;Arthrose;"[""M18.3""]";[];0;2233;75
Arthrose secondaire de la première articulation carpo-métacarpienne: ;M18.5;Arthrose;"[""M18.5""]";[];0;2234;69
Arthrose primaire d’autres articulations;M19.0;Arthrose;"[""M19.0""]";[];0;2235;40
Arthrose post-traumatique d’autres articulations;M19.1;Arthrose;"[""M19.1""]";[];0;2236;48
Arthrose secondaire ;M19.2;Arthrose;"[""M19.2""]";[];0;2237;20
Arthrose ou ostéoarthrite vertébrale;M47;Arthrose;"[""M47""]";[];0;2238;36
Arthrose interépineuse [Maladie de Baastrup];M48.2;Arthrose;"[""M48.2""]";[];0;2239;44
Syndrome d’Arthrose-anévrisme;Q87.4;Arthrose-anévrisme;"[""Q87.4""]";[];0;2240;29
Pian avec lésion Articulaire;"A66.6†; M14.89*";Articulaire;"[""A66.6"";""M14.89""]";[];0;2241;28
Nodules juxta-Articulaires pianiques;A66.7;Articulaire;"[""A66.7""]";[];0;2242;36
Tumeur maligne des os et du cartilage Articulaire des membres;C40;Articulaire;"[""C40""]";[];0;2243;61
Tumeur maligne osseuse;C40.8;Articulaire;"[""C40.8""]";[];0;2244;22
Tumeur maligne cartilagineuse;C40.8;Articulaire;"[""C40.8""]";[];0;2245;29
Tumeur maligne des os et du cartilage Articulaire: côtes;C41.30;Articulaire;"[""C41.30""]";[];0;2246;56
Tumeur maligne des os et du cartilage Articulaire: sternum;C41.31;Articulaire;"[""C41.31""]";[];0;2247;58
Tumeur maligne des os et du cartilage Articulaire: clavicule;C41.32;Articulaire;"[""C41.32""]";[];0;2248;60
Tumeur bénigne des os et du cartilage Articulaire;D16;Articulaire;"[""D16""]";[];0;2249;49
Tumeur bénigne des os et du cartilage Articulaire: côtes;D16.70;Articulaire;"[""D16.70""]";[];0;2250;56
Tumeur bénigne des os et du cartilage Articulaire: sternum;D16.71;Articulaire;"[""D16.71""]";[];0;2251;58
Tumeur bénigne des os et du cartilage Articulaire: clavicule;D16.72;Articulaire;"[""D16.72""]";[];0;2252;60
Chondromatose Articulaire;D48.0;Articulaire;"[""D48.0""]";[];0;2253;25
"Rhumatisme Articulaire aigu; avec atteinte cardiaque";I01;Articulaire;"[""I01""]";[];0;2254;52
Maladie Articulaire purulente;M00.99;Articulaire;"[""M00.99""]";[];0;2255;29
Luxation et subluxation Articulaires récidivantes;M24.4;Articulaire;"[""M24.4""]";[];0;2256;49
Raideur Articulaire par contracture;M24.5;Articulaire;"[""M24.5""]";[];0;2257;35
Fistule Articulaire;M25.1;Articulaire;"[""M25.1""]";[];0;2258;19
Hyperlaxité Articulaire;M25.2;Articulaire;"[""M25.2""]";[];0;2259;23
Épanchement Articulaire;M25.4;Articulaire;"[""M25.4""]";[];0;2260;23
Douleur Articulaire;M25.5;Articulaire;"[""M25.5""]";[];0;2261;19
Raideur Articulaire;M25.6;Articulaire;"[""M25.6""]";[];0;2262;19
Raideur Articulaire avec limitation complète des mouvements;M25.69;Articulaire;"[""M25.69""]";[];0;2263;59
Ostéophyte à la facette Articulaire;M47.99;Articulaire;"[""M47.99""]";[];0;2264;35
Fracture osseuse après mise en place d’un implant;M96.6;Articulaire;"[""M96.6""]";[];0;2265;49
Déchirure récente du cartilage Articulaire du genou;S83.3;Articulaire;"[""S83.3""]";[];0;2266;51
Complication mécanique d’une prothèse Articulaire interne;T84.0;Articulaire;"[""T84.0""]";[];0;2267;57
Complication mécanique d’une endoprothèse Articulaire: articulation de l’épaule;T84.00;Articulaire;"[""T84.00""]";[];0;2268;79
Complication mécanique d’une endoprothèse Articulaire: articulation du coude;T84.01;Articulaire;"[""T84.01""]";[];0;2269;76
Complication mécanique d’une endoprothèse Articulaire: tête radiale;T84.02;Articulaire;"[""T84.02""]";[];0;2270;67
Complication mécanique d’une endoprothèse Articulaire: articulation du poignet;T84.03;Articulaire;"[""T84.03""]";[];0;2271;78
Complication mécanique d’une endoprothèse Articulaire: articulation de la hanche;T84.04;Articulaire;"[""T84.04""]";[];0;2272;80
Complication mécanique d’une endoprothèse Articulaire: articulation du genou;T84.05;Articulaire;"[""T84.05""]";[];0;2273;76
Complication mécanique d’une endoprothèse Articulaire: articulation de la cheville;T84.06;Articulaire;"[""T84.06""]";[];0;2274;82
Complication mécanique d’une endoprothèse Articulaire: disque intervertébral;T84.07;Articulaire;"[""T84.07""]";[];0;2275;76
Complication mécanique d’une endoprothèse Articulaire de la mâchoire;T84.08;Articulaire;"[""T84.08""]";[];0;2276;68
Infection et réaction inflammatoire dues à une prothèse Articulaire interne;T84.5;Articulaire;"[""T84.5""]";[];0;2277;75
Présence d’un implant Articulaire orthopédique total;Z96.6;Articulaire;"[""Z96.6""]";[];0;2278;52
Présence d’un implant Articulaire orthopédique partiel;Z96.6;Articulaire;"[""Z96.6""]";[];0;2279;54
Tuberculose de l’Articulation de l’épaule;"A18.0†; M01.11*";Articulation;"[""A18.0"";""M01.11""]";[];0;2280;41
Tuberculose de l’Articulation sacro-iliaque;"A18.0†; M49.08*";Articulation;"[""A18.0"";""M49.08""]";[];0;2281;43
Nœud syphilitique à proximité de l’Articulation;"A52.7†; M14.89*";Articulation;"[""A52.7"";""M14.89""]";[];0;2282;47
Séquelles de tuberculose des os et des Articulations;B90.2;Articulation;"[""B90.2""]";[];0;2283;52
